Alloy,Finish,Length_m,Weight_kg_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Nickel,blackening,33.9,0.871,L-profil,0.081,medium,53875,3.81,micro,4.0,3.78,2025-10-18
Nickel,electroplated,28.6,0.954,Skenprofil,0.07,high,144560,3.57,micro,2.0,2.18,2025-01-23
Aluminium,anodized,15.8,1.534,Mittpost,0.146,medium,140949,3.91,medium,9.0,2.24,2025-10-29
Aluminium,anodized,33.3,0.837,H-profil,0.098,low,71943,3.72,large,12.0,3.46,2025-09-11
Nickel,plasma sprayed,16.5,1.217,Hörnvinkel,0.059,low,42400,3.95,medium,7.0,3.98,2025-01-15
Aluminium,wet painted,33.0,1.313,Hakprofilslist,0.071,high,92656,3.24,small,10.0,3.1,2025-05-10
Nickel,electroplated,20.4,0.887,Foglist,0.05,low,40156,3.74,large,4.0,4.02,2025-03-02
Nickel,plasma sprayed,37.9,1.723,L-profil,0.185,low,70469,4.14,micro,10.0,3.49,2025-04-25
Titanium,electroplated,24.2,1.043,Avvattningsprofil,0.054,low,61104,3.7,medium,10.0,3.65,2025-11-16
Iron,blackening,23.3,1.114,Mittpost,0.081,high,68090,2.73,medium,2.0,3.53,2025-11-04
Nickel,wet painted,19.2,1.114,Kantskydd,0.112,medium,63288,3.37,micro,4.0,3.61,2025-11-21
Copper,hot-dip galvanized,22.8,1.047,Droppnäsa,0.103,low,142279,3.48,medium,,2.22,2025-03-08
Zinc,hot-dip galvanized,36.0,0.839,L-profil,0.187,high,108748,2.83,micro,9.0,2.81,2025-09-06
Iron,anodized,38.8,1.502,Droppnäsa,0.056,low,70806,4.08,small,5.0,3.48,2025-06-24
Iron,hot-dip galvanized,24.2,1.718,Innerbåge,0.127,high,145730,2.83,large,6.0,2.16,2025-12-05
Iron,hot-dip galvanized,26.1,1.042,Glashållare,0.152,low,120204,2.83,small,10.0,2.61,2025-01-02
Titanium,blackening,32.4,1.441,Glasningslist,0.19,high,99606,4.01,small,7.0,2.97,2025-06-21
Nickel,Powder coated,36.2,1.513,Hakprofil,0.143,low,44605,3.29,micro,8.0,3.95,2025-11-30
Titanium,anodized,29.5,1.61,Ramlist,0.171,medium,42269,2.65,medium,8.0,3.99,2025-10-11
Nickel,plasma sprayed,24.8,1.222,Ventilationslister,0.063,low,44704,3.5,small,5.0,3.94,2025-02-23
Titanium,phosphated,25.3,1.113,Spröjsprofil,0.108,high,41289,3.51,small,5.0,4.0,2025-03-08
Titanium,Powder coated,31.8,1.134,Clipsprofil,0.106,low,97605,2.65,small,5.0,3.01,2025-04-12
Zinc,plasma sprayed,15.8,1.486,J-profil,0.183,medium,68283,4.1,medium,12.0,3.53,2025-04-30
Copper,wet painted,30.1,5.166144,Isolerprofil,0.073,low,142584,3.42,medium,6.0,2.21,2025-07-10
Titanium,Powder coated,24.0,1.003,L-profil,0.073,high,71762,3.44,micro,6.0,3.47,2025-10-31
Zinc,blackening,34.1,1.175,F-profil,0.099,high,51660,3.38,small,9.0,3.82,2025-02-16
Aluminium,plasma sprayed,17.9,1.659,Ventilationslister,0.058,medium,117957,3.52,large,10.0,2.65,2025-08-10
Copper,wet painted,29.3,1.572,Ytterram,0.077,high,58587,2.97,medium,3.0,3.7,2025-01-21
Titanium,anodized,26.9,1.734,Karmlist,0.195,low,97772,3.01,micro,12.0,3.01,2025-06-07
Iron,phosphated,30.6,1.524,Clipsprofil,0.114,low,147740,3.36,small,8.0,2.12,2025-12-14
Aluminium,wet painted,17.2,1.195,Karmlist,0.145,low,141265,3.83,large,,2.24,2025-06-08
Aluminium,hot-dip galvanized,29.1,1.375,Tätningslist,0.159,high,93613,2.63,medium,2.0,3.08,2025-08-23
Zinc,electroplated,28.7,1.439,Rörprofil,0.105,low,66460,3.51,large,5.0,3.56,2025-05-30
Aluminium,wet painted,28.7,0.909,Kilspår,0.072,low,39089,3.83,medium,11.0,4.04,2025-09-14
Copper,wet painted,29.7,1.333,Ventilationslister,0.081,low,59481,2.8,micro,8.0,3.68,2025-06-14
Titanium,phosphated,31.4,1.483,H-profil,0.097,medium,46685,2.57,large,3.0,3.91,2025-03-18
Titanium,electroplated,34.4,0.99,Ramlist,0.145,high,114897,3.05,small,12.0,2.7,2025-03-26
Iron,hot-dip galvanized,22.0,1.548,Anslagslist,0.11,high,97941,3.49,small,3.0,3.0,2025-02-15
Zinc,plasma sprayed,34.8,1.369,F-profil,0.051,high,76547,2.77,medium,2.0,3.38,2025-02-16
Iron,plasma sprayed,27.3,1.704,Doldbeslag,0.129,medium,118973,3.23,small,11.0,2.63,2025-08-01
Aluminium,wet painted,17.5,0.876,Dekorlist,0.188,high,132550,3.43,large,3.0,2.39,2025-02-28
Iron,blackening,17.1,1.079,Sidoprofil,0.172,medium,37844,3.5,micro,8.0,4.06,2025-02-23
Copper,blackening,23.5,1.385,Sidoprofil,0.174,medium,148083,2.99,medium,10.0,2.12,2025-12-08
Titanium,electroplated,33.9,1.107,U-profil,0.169,high,45575,3.19,large,7.0,3.93,2025-01-12
Aluminium,electroplated,32.1,1.488,Innerbåge,0.099,low,137589,3.79,medium,11.0,2.3,2025-07-11
Iron,hot-dip galvanized,34.0,1.529,Karmlist,0.165,low,95548,4.05,micro,,3.04,2025-01-06
Zinc,phosphated,27.7,0.931,Skruvkanal,0.071,high,66850,3.92,medium,11.0,3.55,2025-11-05
Copper,anodized,25.9,1.305,Glasningslist,0.149,high,85993,3.45,small,11.0,3.21,2025-05-24
Copper,plasma sprayed,19.1,1.301,Kantskydd,0.146,medium,51941,3.2,small,10.0,3.82,2025-12-12
Iron,phosphated,23.3,1.174,Tätningslist,0.054,high,104049,3.08,medium,8.0,2.89,2025-09-18
Titanium,Powder coated,25.8,1.687,Ventilationslister,0.168,medium,157177,2.75,micro,12.0,1.95,2025-03-14
Iron,plasma sprayed,17.8,1.591,Skruvkanal,0.185,high,112321,2.72,micro,2.0,2.75,2025-06-23
Aluminium,phosphated,20.8,1.472,J-profil,0.09,low,47905,3.64,small,10.0,3.89,2025-08-20
Iron,plasma sprayed,29.6,1.488,Glashållare,0.172,low,135473,2.96,micro,3.0,2.34,2025-09-27
Copper,anodized,32.8,1.258,F-profil,0.062,high,83013,2.95,medium,5.0,3.27,2025-12-28
Iron,Powder coated,38.8,1.676,H-profil,0.14,medium,52690,4.14,large,10.0,3.8,2025-08-10
Titanium,blackening,37.3,1.47,Hakprofilslist,0.123,low,107703,2.85,medium,5.0,2.83,2025-02-21
Zinc,blackening,30.6,1.501,Anslagslist,0.132,medium,90766,2.79,small,4.0,3.13,2025-04-26
Nickel,anodized,25.5,1.622,Droppnäsa,0.189,high,36281,2.71,small,2.0,4.09,2025-01-26
Iron,hot-dip galvanized,30.4,1.087,Glasningslist,0.181,high,41793,3.47,small,8.0,4.0,2025-02-22
Titanium,Powder coated,33.9,1.572,Isolerprofil,0.168,low,103518,3.55,micro,7.0,2.9,2025-12-31
Titanium,wet painted,18.5,1.015,Baslister,0.091,high,103618,3.13,medium,11.0,2.9,2025-01-29
Zinc,phosphated,25.2,1.152,Karmprofil,0.187,low,147931,3.4,large,,2.12,2025-01-19
Copper,Powder coated,35.2,1.143,Hörnvinkel,0.065,medium,151538,3.8,medium,7.0,2.05,2025-10-30
Titanium,hot-dip galvanized,24.6,1.728,Korsprofil,0.178,low,127635,3.85,large,7.0,2.48,2025-10-06
Titanium,hot-dip galvanized,29.0,1.617,Vinkellist,0.099,low,139741,4.07,medium,5.0,2.26,2025-04-27
Titanium,anodized,29.3,1.476,Doldbeslag,0.058,medium,49284,3.86,small,7.0,3.86,2025-04-16
Titanium,plasma sprayed,20.0,1.499,Sidoprofil,0.15,low,157880,3.45,large,,1.94,2025-11-05
Aluminium,Powder coated,24.1,1.349,Dekorlist,0.085,low,143616,2.84,medium,,2.19,2025-08-15
Aluminium,phosphated,23.5,1.7,Glaskil,0.087,high,55060,2.71,micro,9.0,3.76,2025-12-18
Copper,Powder coated,16.3,1.289,Distansprofil,0.096,medium,123829,2.64,micro,4.0,2.54,2025-07-05
Iron,electroplated,16.3,1.184,Tätningslist,0.06,low,33824,3.61,medium,5.0,4.14,2025-09-18
Titanium,plasma sprayed,35.0,0.986,Ändprofil,0.077,medium,150754,3.83,small,11.0,2.07,2025-01-16
Zinc,phosphated,22.0,1.553,Glaskil,0.051,medium,81702,3.36,large,2.0,3.29,2025-09-30
Iron,blackening,27.7,1.506,Droppnäsa,0.117,low,123956,2.64,medium,5.0,2.54,2025-06-09
Zinc,phosphated,22.6,1.187,Bottenlist,0.063,high,97914,3.4,micro,12.0,3.0,2025-12-24
Iron,wet painted,37.5,0.86,Glasningslist,0.152,medium,68191,4.04,large,11.0,3.53,2025-09-07
Copper,anodized,21.7,1.601,Hakprofil,0.085,low,123309,3.5,micro,11.0,2.55,2025-08-12
Titanium,wet painted,25.7,0.848,Skenprofil,0.192,medium,72132,3.84,micro,10.0,3.46,2025-09-13
Titanium,phosphated,35.9,1.478,Z-profil,0.181,high,78136,3.82,medium,9.0,3.35,2025-06-29
Nickel,plasma sprayed,35.2,1.721,Glashållare,0.093,high,106253,4.03,micro,12.0,2.86,2025-01-20
Zinc,Powder coated,20.0,1.236,Baslister,0.167,high,45662,3.77,large,,3.93,2025-04-22
Iron,blackening,34.3,1.051,Hakprofil,0.17,low,99045,3.74,small,8.0,2.98,2025-04-30
Iron,Powder coated,26.3,1.479,Korsprofil,0.198,low,70221,2.92,medium,11.0,3.49,2025-07-13
Aluminium,plasma sprayed,26.9,1.581,Z-profil,0.14,high,102734,2.65,large,4.0,2.92,2025-04-21
Nickel,phosphated,18.8,1.335,Bottenlist,0.062,low,160017,3.37,medium,10.0,1.9,2025-07-29
Aluminium,hot-dip galvanized,17.6,1.718,Korsprofil,0.147,high,50862,2.75,micro,11.0,3.83,2025-01-01
Aluminium,Powder coated,32.6,0.884,Vinkellist,0.144,low,96810,4.08,micro,5.0,3.02,2025-02-27
Aluminium,hot-dip galvanized,27.2,1.297,Kantprofil,0.146,high,108707,3.01,large,3.0,2.81,2025-04-03
Zinc,Powder coated,25.8,1.492,Karmprofil,0.096,medium,39910,3.91,large,11.0,4.03,2025-08-09
Zinc,Powder coated,32.6,1.623,T-profil,0.179,high,141681,3.17,small,6.0,2.23,2025-07-30
Copper,blackening,33.4,1.001,Glaskil,0.194,high,125218,3.06,large,3.0,2.52,2025-08-20
Copper,anodized,19.4,1.566,Skruvkanal,0.083,low,48091,4.04,large,11.0,3.88,2025-09-19
Aluminium,anodized,29.8,1.341,Fönsterbleck,0.063,low,90347,3.13,medium,7.0,3.14,2025-12-30
Nickel,electroplated,18.9,1.198,J-profil,0.079,low,133148,3.17,micro,12.0,2.38,2025-04-13
Iron,wet painted,33.1,0.957,H-profil,0.173,low,136126,2.72,large,11.0,2.33,2025-02-19
Zinc,plasma sprayed,30.9,1.625,Glashållare,0.151,low,100206,3.62,small,2.0,2.96,2025-04-20
Nickel,plasma sprayed,37.9,0.98,Dekorlist,0.145,low,51965,3.01,large,7.0,3.82,2025-03-29
Titanium,plasma sprayed,17.3,1.119,Fönsterbleck,0.11,medium,102546,3.48,micro,5.0,2.92,2025-01-20
Zinc,electroplated,17.0,1.101,Foglist,0.137,high,98164,3.49,large,4.0,3.0,2025-01-14
Zinc,anodized,22.3,1.631,Hakprofil,0.096,high,78751,3.69,medium,3.0,3.34,2025-05-13
Copper,phosphated,21.8,1.45,Distansprofil,0.122,high,136183,3.73,micro,8.0,2.33,2025-10-23
Iron,hot-dip galvanized,21.4,1.563,Foglist,0.169,medium,118448,3.37,large,10.0,2.64,2025-02-03
Iron,blackening,36.7,1.065,Glasningslist,0.197,high,78190,3.08,medium,4.0,3.35,2025-07-27
Titanium,hot-dip galvanized,21.5,1.406,Z-profil,0.19,medium,39094,3.88,micro,7.0,4.04,2025-10-28
Titanium,phosphated,22.0,1.358,Karmlist,0.19,medium,65188,3.04,large,10.0,3.58,2025-07-18
Zinc,blackening,33.3,1.596,Kantskydd,0.11,medium,39049,3.36,medium,3.0,4.04,2025-03-21
Aluminium,electroplated,26.1,1.662,Avvattningsprofil,0.12,high,78831,3.19,small,8.0,3.34,2025-03-12
Copper,phosphated,33.7,0.848,Innerbåge,0.156,medium,147952,3.91,medium,6.0,2.12,2025-06-04
Copper,plasma sprayed,17.2,1.451,Karmprofil,0.188,high,52908,3.24,small,6.0,3.8,2025-03-19
Zinc,wet painted,27.0,0.884,F-profil,0.071,high,113286,3.16,large,12.0,2.73,2025-03-19
Nickel,Powder coated,16.5,1.337,Anslagslist,0.096,low,101511,3.65,medium,8.0,2.94,2025-06-21
Aluminium,hot-dip galvanized,17.2,1.099,Sidoprofil,0.071,low,152682,3.51,small,10.0,2.03,2025-10-16
Zinc,anodized,36.7,1.117,Ändprofil,0.142,medium,116296,2.72,micro,5.0,2.68,2025-02-02
Aluminium,anodized,18.9,1.159,Kilspår,0.096,medium,88317,3.36,medium,10.0,3.17,2025-10-27
Aluminium,electroplated,28.0,1.403,Hörnvinkel,0.099,high,136247,3.72,large,12.0,2.32,2025-10-03
Aluminium,blackening,25.2,1.141,Kantprofil,0.061,medium,89976,4.13,micro,11.0,3.14,2025-01-07
Zinc,anodized,23.8,1.505,Korsprofil,0.102,medium,43860,3.55,small,10.0,3.96,2025-06-09
Copper,plasma sprayed,36.6,1.206,Rörprofil,0.179,high,86701,3.14,medium,5.0,3.2,2025-08-28
Copper,hot-dip galvanized,16.2,0.9,Täckprofil,0.085,medium,82768,2.91,medium,4.0,3.27,2025-01-24
Aluminium,phosphated,31.1,1.551,Ventilationslister,0.154,medium,148184,3.94,large,3.0,2.11,2025-08-02
Nickel,plasma sprayed,38.0,1.098,Ytterram,0.144,high,64763,3.85,micro,10.0,3.59,2025-03-11
Iron,electroplated,28.7,1.231,Kilspår,0.18,high,63963,2.92,medium,3.0,3.6,2025-08-04
Zinc,plasma sprayed,37.4,1.462,Anslagslist,0.07,low,145987,2.87,medium,7.0,2.15,2025-04-14
Iron,phosphated,16.9,1.14,J-profil,0.197,high,101006,3.69,micro,6.0,2.95,2025-08-03
Nickel,wet painted,25.4,0.889,Ändprofil,0.137,low,91073,3.05,medium,6.0,3.12,2025-02-23
Zinc,electroplated,21.7,1.178,Skarvprofil,0.199,medium,65423,3.04,micro,5.0,3.58,2025-10-21
Aluminium,wet painted,32.6,1.697,Doldbeslag,0.187,high,126646,2.79,micro,7.0,2.49,2025-11-26
Copper,Powder coated,38.4,1.422,Kopplingsprofil,0.083,high,42018,2.97,micro,6.0,3.99,2025-12-02
Iron,wet painted,21.7,1.449,Rörprofil,0.058,high,159077,3.23,large,12.0,1.92,2025-07-22
Titanium,Powder coated,30.9,1.413,Täckprofil,0.088,medium,94937,3.72,micro,5.0,3.06,2025-10-15
Titanium,Powder coated,20.3,1.018,Ändprofil,0.129,low,32328,3.08,micro,,4.16,2025-02-14
Nickel,wet painted,28.8,1.218,Kantskydd,0.076,medium,94670,3.07,small,7.0,3.06,2025-11-13
Aluminium,electroplated,26.5,1.521,Ventilationslister,0.075,medium,79899,3.0,small,12.0,3.32,2025-07-17
Iron,blackening,38.2,0.93,T-profil,0.119,high,49697,3.31,large,11.0,3.86,2025-08-04
Aluminium,phosphated,29.8,1.09,Pärlspont,0.055,low,141498,2.84,micro,11.0,2.23,2025-11-05
Iron,plasma sprayed,23.8,1.089,Glasningslist,0.068,medium,139623,3.32,small,11.0,2.27,2025-11-28
Nickel,plasma sprayed,18.4,1.231,Avvattningsprofil,0.112,high,77706,3.67,small,4.0,3.36,2025-07-03
Nickel,phosphated,19.2,1.73,Hakprofil,0.059,medium,79957,2.6,medium,11.0,3.32,2025-01-27
Titanium,hot-dip galvanized,20.9,0.899,Täckprofil,0.11,medium,99860,2.57,micro,7.0,2.97,2025-06-15
Aluminium,hot-dip galvanized,21.5,1.31,Mittpost,0.121,high,155478,2.67,small,2.0,1.98,2025-11-14
Zinc,Powder coated,35.4,1.001,Fönsterbåge,0.118,high,136443,3.4,large,,2.32,2025-10-01
Titanium,Powder coated,28.7,1.721,Täckprofil,0.18,low,157045,3.91,medium,11.0,1.96,2025-12-31
Aluminium,electroplated,27.8,0.94,U-profil,0.13,medium,159196,2.56,medium,7.0,1.92,2025-04-13
Titanium,anodized,18.4,1.205,Kilspår,0.12,high,45803,4.04,micro,12.0,3.92,2025-11-29
Zinc,wet painted,35.6,1.509,Glaskil,0.112,high,87243,2.72,micro,9.0,3.19,2025-04-14
Copper,Powder coated,32.5,1.479,Ramlist,0.173,low,108139,3.89,medium,12.0,2.82,2025-09-02
Copper,plasma sprayed,17.3,1.222,Distansprofil,0.184,low,114974,3.32,large,10.0,2.7,2025-11-01
Copper,electroplated,32.1,1.153,Anslagslist,0.178,high,57645,3.6,micro,12.0,3.71,2025-06-18
Copper,wet painted,28.3,1.199,Dekorlist,0.151,low,150723,3.36,micro,4.0,2.07,2025-04-26
Iron,electroplated,17.6,1.078,Clipsprofil,0.071,high,82690,3.31,medium,3.0,3.27,2025-05-21
Copper,wet painted,26.3,1.024,T-profil,0.092,medium,127341,3.88,medium,5.0,2.48,2025-12-22
Zinc,wet painted,26.9,1.277,Ytterram,0.057,low,91857,3.75,micro,9.0,3.11,2025-05-05
Nickel,phosphated,19.6,1.082,Rörprofil,0.19,medium,97354,3.32,small,12.0,3.01,2025-01-25
Nickel,Powder coated,37.6,1.099,Isolerprofil,0.149,medium,34206,2.73,micro,9.0,4.13,2025-07-13
Iron,blackening,35.4,1.435,J-profil,0.162,medium,72467,2.73,small,4.0,3.45,2025-04-10
Copper,electroplated,31.2,1.719,Hörnvinkel,0.097,high,40261,3.82,medium,5.0,4.02,2025-01-05
Copper,blackening,26.4,1.387,Pärlspont,0.177,medium,58440,3.39,small,,3.7,2025-01-19
Copper,electroplated,25.3,0.907,Anslagslist,0.089,medium,156398,3.32,large,11.0,1.97,2025-06-19
Titanium,phosphated,30.8,0.906,Isolerprofil,0.05,medium,151589,3.63,medium,3.0,2.05,2025-10-01
Aluminium,plasma sprayed,28.3,1.704,Kantprofil,0.106,high,91001,3.92,micro,5.0,3.12,2025-09-11
Titanium,blackening,17.2,1.108,Isolerprofil,0.136,medium,109867,3.55,micro,7.0,2.79,2025-05-01
Aluminium,plasma sprayed,27.6,0.921,Innerbåge,0.122,medium,112964,3.76,medium,12.0,2.74,2025-02-01
Copper,hot-dip galvanized,34.4,1.383,Innerbåge,0.179,low,113499,3.77,medium,12.0,2.73,2025-05-29
Copper,Powder coated,26.4,1.405,Skenprofil,0.066,high,132064,3.12,large,6.0,2.4,2025-09-23
Titanium,Powder coated,16.9,1.428,Kopplingsprofil,0.133,medium,113518,2.99,medium,,2.73,2025-02-06
Titanium,anodized,33.9,1.081,Bottenlist,0.127,low,154657,3.82,micro,3.0,2.0,2025-06-26
Aluminium,phosphated,20.4,0.851,L-profil,0.092,high,113029,3.15,large,10.0,2.74,2025-12-08
Nickel,plasma sprayed,21.7,1.716,Täckprofil,0.173,high,60861,3.99,micro,2.0,3.66,2025-01-13
Aluminium,wet painted,19.5,1.066,Droppnäsa,0.163,high,82868,2.66,small,10.0,3.27,2025-07-02
Titanium,electroplated,23.4,1.453,Kopplingsprofil,0.16,high,141649,2.64,medium,2.0,2.23,2025-05-25
Zinc,Powder coated,33.2,1.481,Pärlspont,0.181,high,105602,4.02,small,8.0,2.87,2025-09-22
Titanium,blackening,27.7,1.393,Karmprofil,0.158,high,127680,3.58,micro,7.0,2.48,2025-03-29
Zinc,electroplated,20.5,1.122,Karmprofil,0.085,medium,127268,3.15,small,8.0,2.48,2025-02-15
Iron,electroplated,36.0,1.084,Droppnäsa,0.156,medium,61804,3.75,small,4.0,3.64,2025-04-29
Titanium,anodized,36.1,1.382,F-profil,0.096,medium,148416,3.62,micro,4.0,2.11,2025-01-19
Iron,plasma sprayed,35.9,1.626,Korsprofil,0.086,medium,69446,3.39,micro,,3.51,2025-08-08
Nickel,Powder coated,21.3,1.699,Ramlist,0.061,low,72597,2.71,medium,2.0,3.45,2025-08-21
Aluminium,electroplated,26.2,0.934,Foglist,0.162,medium,118694,3.84,small,5.0,2.64,2025-04-04
Zinc,Powder coated,38.5,0.978,Ramlist,0.157,high,159473,3.93,large,3.0,1.91,2025-09-08
Aluminium,wet painted,33.6,1.698,Foglist,0.085,medium,158242,2.82,large,11.0,1.94,2025-09-07
Iron,anodized,16.4,1.508,Kopplingsprofil,0.162,medium,100907,3.9,micro,9.0,2.95,2025-10-09
Zinc,wet painted,17.2,1.641,Droppnäsa,0.188,high,49239,3.95,micro,4.0,3.86,2025-08-20
Aluminium,Powder coated,26.5,1.022,Ändprofil,0.066,medium,122767,3.42,small,8.0,2.56,2025-02-15
Titanium,hot-dip galvanized,36.8,1.372,Vinkellist,0.085,medium,83015,3.59,micro,,3.27,2025-02-15
Copper,blackening,28.2,1.476,Baslister,0.163,medium,76760,3.16,large,,3.38,2025-01-14
Iron,Powder coated,27.2,1.457,Glaskil,0.091,low,98876,3.0,medium,7.0,2.99,2025-03-26
Aluminium,plasma sprayed,18.2,1.209,Skruvkanal,0.144,medium,100522,3.7,medium,2.0,2.96,2025-11-15
Iron,electroplated,30.9,0.851,Innerbåge,0.062,high,44966,3.92,small,9.0,3.94,2025-11-24
Iron,electroplated,34.8,1.368,Clipsprofil,0.118,high,94419,3.59,medium,2.0,3.06,2025-01-03
Zinc,wet painted,24.5,1.068,Ytterram,0.161,medium,67621,3.36,micro,,3.54,2025-01-28
Zinc,blackening,33.7,1.247,Isolerprofil,0.153,medium,34079,2.8,micro,12.0,4.13,2025-06-06
Copper,anodized,38.0,1.709,Kantprofil,0.172,medium,45486,2.63,micro,6.0,3.93,2025-12-09
Titanium,hot-dip galvanized,20.4,1.201,U-profil,0.182,high,48759,3.26,micro,9.0,3.87,2025-11-29
Iron,phosphated,27.8,1.602,Avvattningsprofil,0.166,high,118546,2.63,small,10.0,2.64,2025-11-28
Aluminium,blackening,22.4,1.009,Droppnäsa,0.151,low,120055,3.46,medium,8.0,2.61,2025-06-24
Nickel,electroplated,34.1,1.45,Z-profil,0.055,low,37357,3.16,large,,4.07,2025-04-24
Iron,plasma sprayed,29.1,1.727,Distansprofil,0.13,low,92963,3.75,medium,12.0,3.09,2025-11-27
Iron,blackening,30.4,0.93,Karmprofil,0.056,high,51033,3.04,micro,4.0,3.83,2025-09-07
Copper,wet painted,34.2,0.845,Glasningslist,0.171,low,51457,3.49,large,6.0,3.82,2025-02-28
Titanium,wet painted,24.9,1.232,Isolerprofil,0.098,medium,67330,3.4,small,11.0,3.54,2025-07-22
Nickel,phosphated,36.9,0.922,Täckprofil,0.134,medium,51913,2.56,micro,9.0,3.82,2025-11-11
Zinc,plasma sprayed,28.1,1.519,Glasningslist,0.092,high,140912,2.67,micro,2.0,2.24,2025-08-27
Zinc,anodized,19.4,1.67,Hörnvinkel,0.167,low,147380,3.01,large,9.0,2.13,2025-08-22
Aluminium,blackening,31.8,1.233,Spröjsprofil,0.183,medium,115328,3.95,small,8.0,2.69,2025-10-30
Nickel,plasma sprayed,34.1,1.073,Kopplingsprofil,0.11,high,118582,2.78,large,2.0,2.64,2025-04-05
Zinc,anodized,23.1,1.233,Glaskil,0.179,low,37488,3.68,small,11.0,4.07,2025-05-21
Aluminium,plasma sprayed,35.6,1.496,Sidoprofil,0.09,medium,139406,4.1,micro,11.0,2.27,2025-11-30
Titanium,plasma sprayed,36.7,0.845,H-profil,0.13,low,160646,3.81,medium,7.0,1.89,2025-04-23
Aluminium,Powder coated,22.1,1.374,Fönsterbåge,0.179,high,61980,2.94,micro,2.0,3.64,2025-04-19
Zinc,wet painted,38.5,1.396,Doldbeslag,0.099,low,135661,3.99,medium,3.0,2.34,2025-12-28
Copper,blackening,19.0,1.418,Vinkellist,0.193,high,92419,2.7,medium,6.0,3.1,2025-12-11
Copper,plasma sprayed,20.4,1.058,Doldbeslag,0.068,low,134602,3.29,small,3.0,2.35,2025-10-16
Copper,blackening,20.0,1.488,Korsprofil,0.053,medium,106700,3.96,large,11.0,2.85,2025-04-07
Zinc,phosphated,36.4,0.92,Hakprofilslist,0.186,high,88018,3.57,small,2.0,3.18,2025-12-01
Copper,plasma sprayed,30.9,1.019,H-profil,0.06,high,68745,3.21,micro,7.0,3.52,2025-01-16
Nickel,electroplated,19.2,1.636,Ventilationslister,0.199,high,38096,3.02,large,9.0,4.06,2025-02-13
Titanium,wet painted,25.9,1.51,Täckprofil,0.193,low,79518,3.15,medium,9.0,3.33,2025-08-18
Aluminium,electroplated,30.0,0.85,Bottenlist,0.071,low,71431,3.36,medium,9.0,3.47,2025-04-18
Aluminium,blackening,17.7,1.063,Karmlist,0.131,medium,40423,3.06,micro,12.0,4.02,2025-08-05
Zinc,blackening,36.1,1.033,Glasningslist,0.078,high,40522,4.09,large,7.0,4.02,2025-09-17
Copper,wet painted,34.3,1.084,L-profil,0.114,high,56374,4.03,micro,12.0,3.74,2025-11-08
Copper,blackening,27.4,1.063,Tätningslist,0.059,low,144258,3.93,micro,4.0,2.18,2025-11-16
Iron,electroplated,38.1,0.894,Z-profil,0.084,low,148388,3.22,small,2.0,2.11,2025-07-15
Titanium,plasma sprayed,25.4,1.255,Clipsprofil,0.104,medium,62125,3.65,micro,3.0,3.64,2025-04-05
Nickel,plasma sprayed,38.5,1.505,Anslagslist,0.116,medium,69139,3.99,large,6.0,3.51,2025-02-25
Aluminium,Powder coated,31.2,1.39,Skenprofil,0.197,low,139412,3.9,micro,11.0,2.27,2025-02-01
Iron,phosphated,30.4,1.45,Stödprofil,0.171,high,159814,3.21,large,6.0,1.91,2025-08-19
Iron,blackening,19.6,0.911,Fönsterbleck,0.161,medium,100622,2.73,medium,,2.95,2025-01-09
Zinc,electroplated,36.1,1.704,Sidoprofil,0.131,low,88621,2.67,micro,2.0,3.17,2025-07-10
Aluminium,blackening,25.6,1.601,Z-profil,0.176,low,131474,3.47,large,2.0,2.41,2025-12-27
Zinc,blackening,19.5,1.57,Droppnäsa,0.101,high,134800,3.57,medium,10.0,2.35,2025-07-19
Nickel,anodized,16.0,1.587,Ventilationslister,0.156,low,142400,3.9,large,3.0,2.22,2025-11-30
Iron,Powder coated,28.7,1.687,Skenprofil,0.199,low,58288,3.02,medium,,3.7,2025-06-10
Iron,electroplated,27.9,1.333,J-profil,0.097,medium,67807,2.82,small,11.0,3.54,2025-03-28
Titanium,electroplated,32.4,1.02,Droppnäsa,0.151,low,131544,3.15,micro,5.0,2.41,2025-01-21
Nickel,blackening,36.3,1.399,Ytterram,0.177,low,130944,3.11,micro,8.0,2.42,2025-11-07
Iron,Powder coated,17.6,1.514,Rörprofil,0.187,medium,158088,2.76,medium,9.0,1.94,2025-03-17
Nickel,plasma sprayed,32.7,1.509,J-profil,0.158,high,127551,3.62,small,6.0,2.48,2025-05-21
Aluminium,electroplated,20.1,1.312,Kopplingsprofil,0.093,high,56106,3.36,large,2.0,3.74,2025-05-06
Copper,plasma sprayed,35.6,0.9,Anslagslist,0.099,medium,69201,3.7,small,5.0,3.51,2025-09-08
Iron,Powder coated,34.7,1.175,Ventilationslister,0.053,medium,49343,3.11,large,11.0,3.86,2025-03-25
Titanium,plasma sprayed,28.2,1.676,Karmprofil,0.164,high,108061,3.07,large,4.0,2.82,2025-02-17
Aluminium,wet painted,32.2,1.37,Glasningslist,0.056,high,42052,3.3,micro,11.0,3.99,2025-03-19
Nickel,anodized,23.0,1.328,Vinkellist,0.18,high,101293,3.95,medium,6.0,2.94,2025-01-30
Zinc,hot-dip galvanized,26.6,1.082,Ytterram,0.068,high,74916,2.61,micro,11.0,3.41,2025-10-12
